TICKER,SETOR,DIVIDENDO,LIQUIDEZMEDIADIARIA,PVP,YELD,MEDIA_YIELD_12M,SOMA_YIELD_12M,SOMA_YIELD_ANO_CORRENTE,RENTABILIDADE,RENTABILIDADE_MES,VARIACAO_COTACAO_MES,COTACAO_FECHAMENTO,VPA,NUMERO_COTISTA,VOLATILITY
RZTR11,Misto,1.0500,3391583,0.9323,1.2500,1.1242,13.4900,3.8600,3.0051,4.4997,3.2096,84.2500,96.6400,136894,16.17323325555
RZZR11,Imóveis Industriais e Logísticos,1.1630,9871.57,0.8103,0.8400,0.6042,7.2500,2.6100,-3.6583,6.4487,5.5619,137.9800,,423,64.120917583358
SADI11,Papéis,0.0950,360469.95,0.9232,1.1700,1.0800,12.9600,3.4700,1.6351,1.0457,-0.1229,8.1300,9.5000,10782,13.186844108157
SAPI11,Misto,0.1050,215417.19,0.9031,1.3200,1.1433,13.7200,4.0100,9.7149,10.9363,9.4911,7.9600,,2772,19.696035169361
SARE11,Misto,0.0260,2561487.62,0.6008,0.6800,0.6125,7.3500,1.8700,4.3465,5.3821,4.6703,3.8100,7.6900,30669,26.833131506285
SCPF11,Shoppings,0.0450,1537.14,0.1744,1.0600,0.0000,0.0000,1.4500,-12.3618,-8.0289,-8.9936,4.2500,11.8400,4678,32.991182143408
SDIL11,Imóveis Industriais e Logísticos,0.7500,1030917.86,1.0144,0.7600,0.8558,10.2700,6.1200,10.5144,2.8168,2.0412,98.9800,98.3300,63292,14.97024845606
SEED11,Indefinido,0.7000,221.43,1.1193,0.7000,0.4108,4.9300,2.7400,2.6415,0.7000,0.0000,100.0000,,129,23.115262835262
SEQR11,Misto,0.5823,107632.9,0.5205,1.2200,1.1900,14.2800,3.6700,4.3256,1.9444,0.7156,47.8500,93.7400,4910,14.207513915028
SHOP11,Shoppings,6.7510,674811.48,1.5413,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,65,57.050691725766
SHPH11,Shoppings,5.3000,87939.19,0.9364,0.5700,0.5550,6.6600,1.7000,17.0581,3.5262,2.9395,935.7200,1015.5600,2150,37.222998961786
SHSO11,Indefinido,0.4200,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,8102,
SIGR11,Indefinido,1.2950,28.57,1.0288,0.0000,0.0000,0.0000,1.3200,,0.0000,0.0000,,,8051,5.904867546974
SJAU11,Imóveis Industriais e Logísticos,11.8800,1123.76,1.1885,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,223,85.419912527231
SMRE11,Incorporações,1.0010,271743.24,0.8258,0.0000,1.0700,10.7000,3.3600,,0.0000,0.0000,,,1658,48.200332655829
SNAG11,Papéis,0.1100,1639370.29,0.9,1.1900,1.0683,12.8200,3.5400,-0.0904,1.2995,0.1082,9.2500,10.2000,110139,12.812413684805
